project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,latitude,longitude,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,geometry,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean
OWRI - OR_20070714,OWRI - OR_20070714-WS-1,OR,NORTH FORK MILL CREEK,MIDDLE COLUMBIA/MILL CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,194345.92036331195,TRUE,68095.75730526514,"Portland, OR--WA Urbanized Area",14832.915974411082,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,81,0,34,374,308,726,1663,0,160,297,80,189,0,114,77,1697,0,899,291,24504554,0,0,0,0,0,0,1.66,0,1.54,0,1.54,0,0,0,0,0,0,0,0,0.37,75.84,2.71,15.23,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0.44,75.01,3.23,14.38,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0.37,75.84,2.71,15.23,5.84,0,0,0,0,0,0.04756386,14.969,1198.2,1284.24,1284.24,72.94,72.86,72.86,6.18,0.34,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2650733,0,0,1.4,0.03,0,0,0,0,0,0,0,0,0,0,1.43,0,0,1.11,0.04,0,0,0,0,0,0,0,0,0,0,1.15,0,0,1.4,0.03,0,0,0,0,0,0,0,0,0,0,1.43,22.94,0.004676,32.12,961.1,484.84,1306.15,14.97,19.09,35.79,910.37,484.84,1258.94,0.05,13.661,22.94,32.12,961.1,484.84,1306.15,0.004676,14.97,4,4,4,1.15,0.72,0.65,0.65,45.532281,-121.40499,43,43,43,43,43,43,43,14.93,North Fork Mill Creek,Steelhead,Spawning and rearing,14.93,2200,17070105000166,460,4.39853764,33.72,5,5,Y,Y,170701050403,North Fork Mill Creek-South Fork Mill Creek,S,TF,170701050404,2.18368e-5,6.32721e-5,3.27994e-4,0.00493793,4.51119e-4,0.0050988,1.10093e-4,2.64742e-4,0,1.66607e-4,0,0.14799179,0,0,0,0,0,0,0.83494274,0,0,0,0,0,0,0,0,0,0.01706546,0,0,0.26723007,0,0,0,0,0,0,0.73276993,0,0,0,0,0,0,0,0,0,0,0,0,0.1475173,0,0,0,0,0,0,0.8524827,0,0,0,0,0,0,0,0,0,0,0,"c(-121.40499, 45.532281)",2007,43,1,1,1,0,0,1,0,0,1,0,0,1,0,0,194345.92036331195,0,0
OWRI - OR_20070716,OWRI - OR_20070716-WS-1,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,93258.21564869824,"Portland, OR--WA Urbanized Area",22473.29254692388,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507340,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0,0,5.75,0.04,0,0,0,0.14,1.62,0,29.25,57.87,0,5.34,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0.01870987,45.869,326.76,318.6,318.6,71.19,73.36,73.36,5.68,0.26,1.35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652062,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,51.21,0.020711,12.81,766.45,490.65,1017.13,45.87,5.06,22.68,624.69,490.65,749.79,0.02,3.333,51.21,12.81,766.45,490.65,1017.13,0.020711,45.87,0,15,15,1.1,0.66,0.9,0.9,45.385073,-121.093859,52,52,52,52,52,52,52,NA,NA,NA,NA,17.69,1002,17070105001463,460,1.73759472,30.93,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.3393e-4,0.00143793,2.01358e-4,0.00156473,6.90881e-5,1.38176e-4,0,1.27031e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.093859, 45.385073)",2006,52,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-10,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92844.3992053764,"Portland, OR--WA Urbanized Area",24744.050206628137,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507378,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,2.2,0.08,0,0,0,0.04,0.08,0,54.2,33.77,0,9.58,0.03,0.02,0,0,0,2.97,0.21,0,0,0,0.62,2.36,0,46.67,36.1,0,11.08,0,0,0,0,0,2.2,0.08,0,0,0,0.04,0.08,0,54.2,33.77,0,9.58,0.03,0.02,0,0.02615186,39.003,331.44,317.28,317.28,72,73.75,73.75,5.24,0.24,1.16,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652081,0,0.09,0.36,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.36,0,0,0,0,0,0,0,0,0,0,0,0.45,42.01,0.021026,11.1,789.55,578.71,1017.13,39,0.88,19.67,683.34,578.71,772.91,0.03,0.777,42.01,11.1,789.55,578.71,1017.13,0.021026,39,0,15,15,1.03,0.88,0.93,0.93,45.361695,-121.102681,52,52,52,52,52,52,52,NA,NA,NA,NA,3.8,727,17070105001480,460,1.30547392,16.95,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.27918e-4,0.0013868,1.90495e-4,0.0015101,6.41639e-5,1.28328e-4,0,1.19041e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.102681, 45.361695)",2006,52,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-11,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,93341.78259113182,"Portland, OR--WA Urbanized Area",22126.895396888583,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507340,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0,0,5.75,0.04,0,0,0,0.14,1.62,0,29.25,57.87,0,5.34,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0.01870987,45.869,326.76,318.6,318.6,71.19,73.36,73.36,5.68,0.26,1.35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652062,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,51.21,0.020711,12.81,766.45,490.65,1017.13,45.87,5.06,22.68,624.69,490.65,749.79,0.02,3.333,51.21,12.81,766.45,490.65,1017.13,0.020711,45.87,0,15,15,1.1,0.66,0.9,0.9,45.388767,-121.09232,21,21,21,21,21,21,21,NA,NA,NA,NA,7.63,1002,17070105001463,460,1.67283797,3.21,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.34009e-4,0.00143148,2.01358e-4,0.00156473,6.90881e-5,1.38176e-4,0,1.27031e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.09232, 45.388767)",2006,21,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-2,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92573.743003384,"Portland, OR--WA Urbanized Area",19970.200099876176,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507276,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,2.35,0.06,0,0,0,0.06,0.2,0,46.54,40.4,0,10.36,0.03,0.01,0,0,0,1.98,0,0,0,0,0,0,0,11.13,50.48,0,36.25,0.16,0,0,0,0,2.35,0.06,0,0,0,0.06,0.2,0,46.54,40.4,0,10.36,0.03,0.01,0,0.01430603,66.604,354.84,322.32,322.32,72,72.75,72.75,6.5,0.28,1.71,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652030,0,0.05,0.28,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.05,0.28,0,0,0,0,0,0,0,0,0,0,0,0.33,70.68,0.021471,13.56,739.3,442.37,1017.13,66.6,3.36,15.43,523.42,442.37,603.53,0.01,2.882,70.68,13.56,739.3,442.37,1017.13,0.021471,66.6,1,16,16,1.08,0.86,0.94,0.94,45.407413,-121.100146,52,52,52,52,52,52,52,4945.49,Fifteenmile Creek,Chinook salmon,Spawning and rearing,3.72,885,17070105001431,460,3.32711744,669.86,5,5,Y,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.38094e-4,0.00147077,2.12484e-4,0.00162343,7.24279e-5,1.44856e-4,0,1.30832e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.100146, 45.407413)",2006,52,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-3,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92898.28498581499,"Portland, OR--WA Urbanized Area",24349.22262873172,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507364,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,2.54,0.08,0,0,0,0.05,0.13,0,53.13,34.26,0,9.77,0.03,0.01,0,0,0,4.29,0.08,0,0,0,0.31,0.97,0,29.82,43.51,0,21.01,0,0,0,0,0,2.54,0.08,0,0,0,0.05,0.13,0,53.13,34.26,0,9.77,0.03,0.01,0,0.02183517,42.536,326.16,317.64,317.64,71.96,73.59,73.59,5.44,0.25,1.24,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652074,0,0.08,0.33,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.33,0,0,0,0,0,0,0,0,0,0,0,0.41,46.15,0.021862,11.73,781.98,553.01,1017.13,42.54,2.31,20.02,675.74,553.01,759.03,0.02,1.177,46.15,11.73,781.98,553.01,1017.13,0.021862,42.54,0,15,15,1.06,0.51,0.92,0.92,45.365666,-121.101325,21,21,21,21,21,21,21,NA,NA,NA,NA,8.87,671,17070105001463,460,0.9607951,9.75,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.27918e-4,0.0013868,1.93981e-4,0.00152414,6.41639e-5,1.28328e-4,0,1.21471e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.101325, 45.365666)",2006,21,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-4,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92999.6256773713,"Portland, OR--WA Urbanized Area",25780.303408863623,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.03,0,0,0,0.04,0.04,0,58.18,30.13,0,9.71,0.04,0.02,0,0,0,1.27,0,0,0,0,0.74,0,0,46.45,51.54,0,0,0,0,0,0,0,1.81,0.03,0,0,0,0.04,0.04,0,58.18,30.13,0,9.71,0.04,0.02,0,0.02472446,29.899,311.28,315.12,315.12,73.02,73.79,73.79,4.63,0.22,0.93,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652094,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.38,31.22,0.021405,10.93,803.46,596.62,1017.13,29.9,1.34,24.65,695.9,596.62,772.48,0.02,1.488,31.22,10.93,803.46,596.62,1017.13,0.021405,29.9,0,12,12,1.08,1.11,0.96,0.96,45.352075,-121.102402,52,52,52,52,52,52,52,NA,NA,NA,NA,14.86,1526,17070105001492,460,1.02430034,397.98,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.25975e-4,0.00136933,1.86854e-4,0.00148878,6.24495e-5,1.24899e-4,0,1.1658e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.102402, 45.352075)",2006,52,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-5,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92724.8870335941,"Portland, OR--WA Urbanized Area",25076.32294340607,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507384,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0,0,3.39,0.24,0,0,0,0,0,0,42.33,45.02,0,9.03,0,0,0,0,0,5.38,0,0,0,0,0,0,0,50.29,44.17,0,0.16,0,0,0,0,0,3.39,0.24,0,0,0,0,0,0,42.33,45.02,0,9.03,0,0,0,0.03914918,8.327,321.24,323.16,323.16,73.32,73.8,73.8,2.88,0.15,0.39,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652084,0,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0,0,0,0,0,0,0,0,0,0,0,0.71,9.91,0.018007,10.88,755.16,599.03,831.47,8.33,1.1,17.74,706.56,599.03,766.55,0.04,0.858,9.91,10.88,755.16,599.03,831.47,0.018007,8.33,0,3,3,1.02,0.78,0.84,0.84,45.358174,-121.104829,52,52,52,52,52,52,52,NA,NA,NA,NA,5.91,658,17070105001483,460,2.24039149,33.36,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.27918e-4,0.0013868,1.90495e-4,0.0015101,6.41639e-5,1.28328e-4,0,1.19041e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.104829, 45.358174)",2006,52,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-6,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,92765.63372414642,"Portland, OR--WA Urbanized Area",20400.322077523342,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507280,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,2.42,0.06,0,0,0,0.06,0.21,0,48.96,39.9,0,8.36,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,24.7,66.07,0,7.44,1.79,0,0,0,0,2.42,0.06,0,0,0,0.06,0.21,0,48.96,39.9,0,8.36,0.03,0.01,0,0.01368421,61.469,348.48,320.16,320.16,72,72.81,72.81,6.31,0.28,1.63,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652032,0,0.06,0.27,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.27,0,0,0,0,0,0,0,0,0,0,0,0.33,65.98,0.021637,13.48,752.89,481.26,1017.13,61.47,0.3,20.64,541.2,481.26,610.34,0.01,0.513,65.98,13.48,752.89,481.26,1017.13,0.021637,61.47,0,15,15,1.1,1.71,0.93,0.93,45.403838,-121.09803,71,71,71,71,71,71,71,NA,NA,NA,NA,2.16,543,17070105001433,460,3.32711744,366.7,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.38094e-4,0.00147077,2.08772e-4,0.00160419,7.24279e-5,1.44856e-4,0,1.30832e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.09803, 45.403838)",2006,71,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
OWRI - OR_20070716,OWRI - OR_20070716-WS-7,OR,UPPER DRY CREEK,FIFTEENMILE CREEK,MIDDLE COLUMBIA,MIDDLE COLUMBIA,OWRI,498275.7734160525,TRUE,93189.23867063037,"Portland, OR--WA Urbanized Area",22535.874733377532,"The Dalles, OR--WA Urban Cluster",41065,Wasco,41,60,0,0,347,263,677,1588,85,147,283,72,198,0,87,68,1488,103,862,329,24507340,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0,0,5.75,0.04,0,0,0,0.14,1.62,0,29.25,57.87,0,5.34,0,0,0,0,0,2.86,0.07,0,0,0,0.06,0.27,0,50.77,36.59,0,9.33,0.02,0.01,0,0.01870987,45.869,326.76,318.6,318.6,71.19,73.36,73.36,5.68,0.26,1.35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2652062,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0.37,51.21,0.020711,12.81,766.45,490.65,1017.13,45.87,5.06,22.68,624.69,490.65,749.79,0.02,3.333,51.21,12.81,766.45,490.65,1017.13,0.020711,45.87,0,15,15,1.1,0.66,0.9,0.9,45.384234,-121.094853,21,21,21,21,21,21,21,NA,NA,NA,NA,37.35,175,17070105001463,460,1.73759472,20.16,7,5,N,Y,170701050303,Upper Dry Creek,S,NM,170701050304,0,0,1.31895e-4,0.00142111,2.01358e-4,0.00156473,6.90881e-5,1.38176e-4,0,1.27031e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-121.094853, 45.384234)",2006,21,11,22,1,0,1,11,0,11,1,0,1,1,0,1,22648.898791638752,6152.758792330177,2331.8430031311864
