project_id,completed_year,latitude,longitude,basin,project_source,project_cost,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,action_fishpass_culvimp,action_fishpass_culvinst,action_fishpass_culvrem,action_fishpass_culvimp_count,action_fishpass_culvinst_count,action_fishpass_culvrem_count,n_culverts,n_culverts_fromcount,cost_per_culvert,dist_max,dist_mean
OWRI - OR_20030530,2003,45.833047,-122.974014,WILLAMETTE,OWRI,77800,1,1,1,0,0,105876.45940085522,TRUE,1,0,0,1,0,0,1,0,105876.45940085522,0,0
OWRI - OR_20030579,2002,44.89873733333334,-122.40089400000001,WILLAMETTE,OWRI,101494,3,3,1,0,0,140678.20615542162,TRUE,1,0,0,3,0,0,3,0,46892.73538514054,1108.8578746394414,517.4890433355149
OWRI - OR_20030580,2002,44.816322,-122.5616105,WILLAMETTE,OWRI,53500,4,4,1,0,0,74154.9651143423,TRUE,1,0,0,4,0,0,4,0,18538.741278585574,897.327313913986,372.48116124741256
OWRI - OR_20030585,2003,45.427651,-122.578243,WILLAMETTE,OWRI,NA,1,1,1,0,0,NA,FALSE,0,0,1,0,0,1,1,0,NA,0,0
OWRI - OR_20030595,2003,45.905084,-122.933148,WILLAMETTE,OWRI,12470,1,1,1,0,0,16970.172862836305,TRUE,0,0,1,0,0,1,1,0,16970.172862836305,0,0
OWRI - OR_20030641,2003,43.909934,-122.883509,WILLAMETTE,OWRI,8167,1,1,1,0,0,11114.306477208027,TRUE,1,0,0,1,0,0,1,0,11114.306477208027,0,0
OWRI - OR_20030642,2003,44.235697333333334,-122.87378066666668,WILLAMETTE,OWRI,24501,3,3,1,0,0,33342.91943162408,TRUE,1,0,0,3,0,0,3,0,11114.306477208027,825.245436068811,476.0728772950782
OWRI - OR_20030644,2003,44.167134,-122.830548,WILLAMETTE,OWRI,9367,1,1,1,0,0,12747.362406270062,TRUE,1,0,0,1,0,0,1,0,12747.362406270062,0,0
OWRI - OR_20030678,2003,45.0942295,-123.985315,NORTHERN OREGON COASTAL,OWRI,16515,2,4,2,0,0,22474.932223716245,TRUE,1,1,0,2,2,0,4,0,5618.733055929061,59.86362887664265,29.931814438321325
OWRI - OR_20030700,2003,42.434932,-124.380658,NA,OWRI,314558,1,1,1,0,0,428075.6724449128,TRUE,1,0,0,1,0,0,1,0,428075.6724449128,0,0
OWRI - OR_20030753,2003,43.699952999999994,-123.3833545,SOUTHERN OREGON COASTAL,OWRI,134009,2,2,1,0,0,182370.15999806178,TRUE,0,0,1,0,0,2,2,0,91185.07999903089,1799.2568497096952,899.6284248548476
OWRI - OR_20030755,2003,43.162075,-123.980654,SOUTHERN OREGON COASTAL,OWRI,118420,1,1,1,0,0,161155.40259960506,TRUE,1,0,0,1,0,0,1,0,161155.40259960506,0,0
OWRI - OR_20030773,2003,45.90262,-123.95959,NA,OWRI,23500,1,1,1,0,0,31980.67861079817,TRUE,1,0,0,1,0,0,1,0,31980.67861079817,0,0
OWRI - OR_20030864,2003,45.51156,-121.582654,MIDDLE COLUMBIA,OWRI,52100,1,1,1,0,0,70901.84492010999,TRUE,0,0,1,0,0,1,1,0,70901.84492010999,0,0
OWRI - OR_20030965,2004,45.355315,-122.560749,WILLAMETTE,OWRI,621463,1,1,1,0,0,823568.781876305,TRUE,1,0,0,1,0,0,1,0,823568.781876305,0,0
OWRI - OR_20040039,2004,44.682858,-123.867604,NORTHERN OREGON COASTAL,OWRI,11890,1,1,1,0,0,15756.743066778337,TRUE,1,0,0,1,0,0,1,0,15756.743066778337,0,0
OWRI - OR_20040045,2004,43.416234,-124.133703,SOUTHERN OREGON COASTAL,OWRI,36061,1,1,1,0,0,47788.386184280374,TRUE,0,0,1,0,0,1,1,0,47788.386184280374,0,0
OWRI - OR_20040046,2004,43.4157905,-124.14149900000001,SOUTHERN OREGON COASTAL,OWRI,133668,2,2,1,0,0,177138.12718672218,TRUE,0,0,1,0,0,2,2,0,88569.06359336109,1597.5859482999465,798.7929741499732
OWRI - OR_20040047,2003,43.30148,-124.101238,SOUTHERN OREGON COASTAL,OWRI,9184,1,1,1,0,0,12498.321377088101,TRUE,1,0,0,1,0,0,1,0,12498.321377088101,0,0
OWRI - OR_20040048,2003,43.260389,-124.299479,SOUTHERN OREGON COASTAL,OWRI,5966,1,1,1,0,0,8119.00972732008,TRUE,1,0,0,1,0,0,1,0,8119.00972732008,0,0
OWRI - OR_20040068,2004,44.235769,-122.424056,WILLAMETTE,OWRI,16598,1,1,1,0,0,21995.830228964413,TRUE,1,0,0,1,0,0,1,0,21995.830228964413,0,0
OWRI - OR_20040078,2004,44.197124,-122.931251,WILLAMETTE,OWRI,63953,1,1,1,0,0,84751.13451216779,TRUE,0,0,1,0,0,1,1,0,84751.13451216779,0,0
OWRI - OR_20040079,2004,44.201268,-122.947602,WILLAMETTE,OWRI,15721,1,1,1,0,0,20833.62134170078,TRUE,1,0,0,1,0,0,1,0,20833.62134170078,0,0
OWRI - OR_20040080,2004,44.209747,-122.8976,WILLAMETTE,OWRI,15038,1,1,1,0,0,19928.50313189341,TRUE,1,0,0,1,0,0,1,0,19928.50313189341,0,0
OWRI - OR_20040107,2004,44.031849,-122.66118,WILLAMETTE,OWRI,13148,1,1,1,0,0,17423.856841211236,TRUE,1,0,0,1,0,0,1,0,17423.856841211236,0,0
OWRI - OR_20040113,2004,44.09374,-122.586772,WILLAMETTE,OWRI,22111,1,1,1,0,0,29301.711181626226,TRUE,1,0,0,1,0,0,1,0,29301.711181626226,0,0
OWRI - OR_20040132,2004,43.703476,-122.991951,WILLAMETTE,OWRI,30300,1,1,1,0,0,40153.853231571375,TRUE,0,0,1,0,0,1,1,0,40153.853231571375,0,0
OWRI - OR_20040133,2004,43.628289,-122.91526,WILLAMETTE,OWRI,45308,1,1,1,0,0,60042.60007313649,TRUE,0,0,1,0,0,1,1,0,60042.60007313649,0,0
OWRI - OR_20040134,2004,43.624406,-122.901949,WILLAMETTE,OWRI,30300,1,1,1,0,0,40153.853231571375,TRUE,0,0,1,0,0,1,1,0,40153.853231571375,0,0
OWRI - OR_20040135,2004,43.690243,-122.962281,WILLAMETTE,OWRI,30300,1,1,1,0,0,40153.853231571375,TRUE,0,0,1,0,0,1,1,0,40153.853231571375,0,0
OWRI - OR_20040136,2004,43.685189333333334,-122.958211,WILLAMETTE,OWRI,53583,3,3,1,0,0,71008.71015535606,TRUE,0,0,1,0,0,3,3,0,23669.570051785355,77.05292232092557,35.29637600676063
OWRI - OR_20040137,2004,43.634493,-122.90684,WILLAMETTE,OWRI,50505,1,1,1,0,0,66929.71476767366,TRUE,0,0,1,0,0,1,1,0,66929.71476767366,0,0
OWRI - OR_20040138,2004,43.595817,-122.872108,WILLAMETTE,OWRI,50517,1,1,1,0,0,66945.61728380498,TRUE,0,0,1,0,0,1,1,0,66945.61728380498,0,0
OWRI - OR_20040139,2004,43.60426,-122.878094,WILLAMETTE,OWRI,43872,1,1,1,0,0,58139.59897608909,TRUE,0,0,1,0,0,1,1,0,58139.59897608909,0,0
OWRI - OR_20040161,2004,43.551092,-123.098372,WILLAMETTE,OWRI,2000,1,2,2,0,0,2650.4193552192323,TRUE,1,1,0,1,1,0,2,0,1325.2096776096162,0,0
OWRI - OR_20040162,2004,43.508905,-123.006193,SOUTHERN OREGON COASTAL,OWRI,10800,1,2,2,0,0,14312.264518183856,TRUE,1,1,0,1,1,0,2,0,7156.132259091928,0,0
OWRI - OR_20040173,2004,45.405889,-123.368867,WILLAMETTE,OWRI,40000,1,1,1,0,0,53008.38710438465,TRUE,1,0,0,1,0,0,1,0,53008.38710438465,0,0
OWRI - OR_20040184,2004,44.583189,-122.584566,WILLAMETTE,OWRI,10428,1,1,1,0,0,13819.286518113078,TRUE,1,0,0,1,0,0,1,0,13819.286518113078,0,0
OWRI - OR_20040198,2004,45.9753725,-123.8359215,LOWER COLUMBIA,OWRI,94000,2,2,1,0,0,124569.70969530393,TRUE,0,0,1,0,0,2,2,0,62284.854847651965,2031.7528884734795,1015.8764442367398
OWRI - OR_20040202,2004,46.097455,-123.674754,LOWER COLUMBIA,OWRI,49000,1,1,1,0,0,64935.274202871195,TRUE,0,0,1,0,0,1,1,0,64935.274202871195,0,0
OWRI - OR_20040222,2004,45.836338,-122.902855,WILLAMETTE,OWRI,914,1,1,1,0,0,1211.2416453351893,TRUE,0,0,1,0,0,1,1,0,1211.2416453351893,0,0
OWRI - OR_20040223,2004,45.985793,-122.978841,LOWER COLUMBIA,OWRI,19859,1,1,1,0,0,26317.33898764937,TRUE,1,0,0,1,0,0,1,0,26317.33898764937,0,0
OWRI - OR_20040337,2004,45.801175,-123.854307,NORTHERN OREGON COASTAL,OWRI,52555,1,1,1,0,0,69646.39460677338,TRUE,1,0,0,1,0,0,1,0,69646.39460677338,0,0
OWRI - OR_20040339,2004,45.899119,-123.663819,NORTHERN OREGON COASTAL,OWRI,33933,1,1,1,0,0,44968.339990327106,TRUE,0,0,1,0,0,1,1,0,44968.339990327106,0,0
OWRI - OR_20040344,2004,45.855184,-123.259433,NORTHERN OREGON COASTAL,OWRI,4056,1,1,1,0,0,5375.050452384604,TRUE,1,0,0,1,0,0,1,0,5375.050452384604,0,0
OWRI - OR_20040349,2004,44.555681,-123.525622,WILLAMETTE,OWRI,67500,1,1,1,0,0,89451.6532386491,TRUE,0,0,1,0,0,1,1,0,89451.6532386491,0,0
OWRI - OR_20040351,2004,44.624528,-123.736751,NORTHERN OREGON COASTAL,OWRI,2200,1,1,1,0,0,2915.4612907411556,TRUE,1,0,0,1,0,0,1,0,2915.4612907411556,0,0
OWRI - OR_20040382,2004,45.360323,-122.148288,LOWER COLUMBIA,OWRI,16000,1,1,1,0,0,21203.35484175386,TRUE,0,0,1,0,0,1,1,0,21203.35484175386,0,0
OWRI - OR_20040415,2002,45.357725,-123.619002,NORTHERN OREGON COASTAL,OWRI,19050,1,1,1,0,0,26404.711877163005,TRUE,0,0,1,0,0,1,1,0,26404.711877163005,0,0
OWRI - OR_20040420,2004,45.739009,-123.890519,NORTHERN OREGON COASTAL,OWRI,438,1,1,1,0,0,580.4418387930119,TRUE,0,0,1,0,0,1,1,0,580.4418387930119,0,0
OWRI - OR_20040421,2002,44.945307,-123.835318,NORTHERN OREGON COASTAL,OWRI,9300,1,1,1,0,0,12890.489262866979,TRUE,0,0,1,0,0,1,1,0,12890.489262866979,0,0
OWRI - OR_20040422,2003,44.98241,-123.883225,NORTHERN OREGON COASTAL,OWRI,27268,1,1,1,0,0,37108.47422805296,TRUE,0,0,1,0,0,1,1,0,37108.47422805296,0,0
OWRI - OR_20040423,2003,44.6407715,-123.8331545,NORTHERN OREGON COASTAL,OWRI,30633,2,2,1,0,0,41687.83522913108,TRUE,0,0,1,0,0,2,2,0,20843.91761456554,477.3379195986137,238.66895979930686
OWRI - OR_20040443,2004,42.953884,-123.59814,SOUTHERN OREGON COASTAL,OWRI,20100,1,1,1,0,0,26636.714519953286,TRUE,1,0,0,1,0,0,1,0,26636.714519953286,0,0
OWRI - OR_20040446,2003,44.502147,-123.70083,NORTHERN OREGON COASTAL,OWRI,35500,1,1,1,0,0,48311.23790141851,TRUE,1,0,0,1,0,0,1,0,48311.23790141851,0,0
OWRI - OR_20040448,2004,45.011029,-123.8293015,NORTHERN OREGON COASTAL,OWRI,12098,2,4,2,0,0,16032.386679721138,TRUE,1,0,1,2,0,2,4,0,4008.0966699302844,2384.2319396019593,1192.1159698009797
OWRI - OR_20040453,2004,43.339637,-123.515464,SOUTHERN OREGON COASTAL,OWRI,50000,1,1,1,0,0,66260.48388048081,TRUE,1,0,0,1,0,0,1,0,66260.48388048081,0,0
OWRI - OR_20040455,2004,43.619181,-124.104877,SOUTHERN OREGON COASTAL,OWRI,48530,2,2,1,0,0,64312.425654394676,TRUE,0,0,1,0,0,2,2,0,32156.212827197338,83.71957303993103,41.85978651996552
OWRI - OR_20040456,2004,43.619544,-124.186115,SOUTHERN OREGON COASTAL,OWRI,19969,1,1,1,0,0,26463.11205218643,TRUE,1,0,0,1,0,0,1,0,26463.11205218643,0,0
OWRI - OR_20040457,2004,43.614634,-124.185194,SOUTHERN OREGON COASTAL,OWRI,17911,1,1,1,0,0,23735.83053566584,TRUE,1,0,0,1,0,0,1,0,23735.83053566584,0,0
OWRI - OR_20040458,2004,43.589466,-124.113093,SOUTHERN OREGON COASTAL,OWRI,21656,2,2,1,0,0,28698.74077831385,TRUE,0,0,1,0,0,2,2,0,14349.370389156926,43.06874574314387,21.534372871571936
OWRI - OR_20040482,2004,44.18277,-122.891322,WILLAMETTE,OWRI,41179,1,1,1,0,0,54570.80931428639,TRUE,1,0,0,1,0,0,1,0,54570.80931428639,0,0
OWRI - OR_20040483,2004,43.861712,-123.069819,WILLAMETTE,OWRI,77580,1,1,1,0,0,102809.76678895403,TRUE,1,0,0,1,0,0,1,0,102809.76678895403,0,0
OWRI - OR_20040484,2004,44.041496,-123.285445,WILLAMETTE,OWRI,65173,1,1,1,0,0,86367.89031885153,TRUE,1,0,0,1,0,0,1,0,86367.89031885153,0,0
OWRI - OR_20040485,2004,44.112348,-123.407689,WILLAMETTE,OWRI,120736,1,1,1,0,0,160000.51563587462,TRUE,1,0,0,1,0,0,1,0,160000.51563587462,0,0
OWRI - OR_20040486,2004,44.041597,-123.267685,WILLAMETTE,OWRI,62965,1,1,1,0,0,83441.82735068949,TRUE,1,0,0,1,0,0,1,0,83441.82735068949,0,0
OWRI - OR_20040487,2004,43.812301,-123.031489,WILLAMETTE,OWRI,45825,1,1,1,0,0,60727.733476460664,TRUE,1,0,0,1,0,0,1,0,60727.733476460664,0,0
OWRI - OR_20040488,2004,42.947802,-124.332585,SOUTHERN OREGON COASTAL,OWRI,27852,1,1,1,0,0,36909.73994078303,TRUE,1,0,0,1,0,0,1,0,36909.73994078303,0,0
OWRI - OR_20040489,2004,42.944285,-124.31973,SOUTHERN OREGON COASTAL,OWRI,38217,1,1,1,0,0,50645.53824920671,TRUE,1,0,0,1,0,0,1,0,50645.53824920671,0,0
OWRI - OR_20040490,2004,42.47247,-124.335459,SOUTHERN OREGON COASTAL,OWRI,47145,1,1,1,0,0,62477.01025090536,TRUE,1,0,0,1,0,0,1,0,62477.01025090536,0,0
OWRI - OR_20040553,2004,42.480415,-124.393849,SOUTHERN OREGON COASTAL,OWRI,74569,1,1,1,0,0,98819.56044967148,TRUE,0,0,1,0,0,1,1,0,98819.56044967148,0,0
OWRI - OR_20040561,2004,45.908460500000004,-123.2150335,NORTHERN OREGON COASTAL,OWRI,149963,2,2,1,0,0,198732.41888337088,TRUE,0,0,1,0,0,2,2,0,99366.20944168544,1859.0776190182328,929.5388095091164
OWRI - OR_20040563,2003,45.789098,-123.739382,NORTHERN OREGON COASTAL,OWRI,1450,1,1,1,0,0,1973.2759142832913,TRUE,0,0,1,0,0,1,1,0,1973.2759142832913,0,0
OWRI - OR_20040586,2004,45.8544,-122.906324,WILLAMETTE,OWRI,55305,1,1,1,0,0,73290.72122019983,TRUE,0,0,1,0,0,1,1,0,73290.72122019983,0,0
OWRI - OR_20040587,2004,45.867268,-122.892652,WILLAMETTE,OWRI,60150,1,1,1,0,0,79711.36210821843,TRUE,0,0,1,0,0,1,1,0,79711.36210821843,0,0
OWRI - OR_20040588,2004,45.746172,-122.980647,WILLAMETTE,OWRI,79695,1,1,1,0,0,105612.58525709837,TRUE,1,0,0,1,0,0,1,0,105612.58525709837,0,0
OWRI - OR_20040589,2004,45.803809,-122.848576,WILLAMETTE,OWRI,60500,1,1,1,0,0,80175.18549538178,TRUE,0,0,1,0,0,1,1,0,80175.18549538178,0,0
OWRI - OR_20040590,2004,45.754912,-122.976821,WILLAMETTE,OWRI,44523,1,1,1,0,0,59002.310476212944,TRUE,1,0,0,1,0,0,1,0,59002.310476212944,0,0
OWRI - OR_20040591,2004,45.836743,-122.8823665,WILLAMETTE,OWRI,15000,2,2,1,0,0,19878.145164144244,TRUE,1,0,0,2,0,0,2,0,9939.072582072122,8953.325310776163,4476.6626553880815
OWRI - OR_20040633,2004,45.215115,-123.890144,NORTHERN OREGON COASTAL,OWRI,82752,1,1,1,0,0,109663.75124155097,TRUE,1,0,0,1,0,0,1,0,109663.75124155097,0,0
OWRI - OR_20040643,2004,44.365702,-122.6859025,WILLAMETTE,OWRI,48900,2,2,1,0,0,64802.753235110235,TRUE,0,0,1,0,0,2,2,0,32401.376617555117,185.64569957971463,92.82284978985732
OWRI - OR_20040863,2004,43.010054,-123.956381,SOUTHERN OREGON COASTAL,OWRI,123000,1,1,1,0,0,163000.7903459828,TRUE,0,0,1,0,0,1,1,0,163000.7903459828,0,0
OWRI - OR_20040864,1996,43.206292,-124.146617,SOUTHERN OREGON COASTAL,OWRI,6000,1,1,1,0,0,9210.971689379163,TRUE,1,0,0,1,0,0,1,0,9210.971689379163,0,0
OWRI - OR_20040875,2001,43.00746,-124.212626,SOUTHERN OREGON COASTAL,OWRI,43000,1,1,1,0,0,60542.93941264386,TRUE,1,0,0,1,0,0,1,0,60542.93941264386,0,0
OWRI - OR_20040879,2003,43.200648,-124.085203,SOUTHERN OREGON COASTAL,OWRI,200000,1,1,1,0,0,272175.9881770057,TRUE,1,0,0,1,0,0,1,0,272175.9881770057,0,0
OWRI - OR_20040883,1997,43.209687,-124.26703,SOUTHERN OREGON COASTAL,OWRI,6038,1,1,1,0,0,9112.10437691215,TRUE,1,0,0,1,0,0,1,0,9112.10437691215,0,0
OWRI - OR_20040884,1996,42.957016,-123.931534,SOUTHERN OREGON COASTAL,OWRI,9000,1,1,1,0,0,13816.457534068744,TRUE,1,0,0,1,0,0,1,0,13816.457534068744,0,0
OWRI - OR_20040891,2001,43.160766,-123.91817,SOUTHERN OREGON COASTAL,OWRI,70296,1,1,1,0,0,98975.0341616561,TRUE,1,0,0,1,0,0,1,0,98975.0341616561,0,0
OWRI - OR_20040956,2003,45.840033,-122.976595,WILLAMETTE,OWRI,29000,1,1,1,0,0,39465.51828566583,TRUE,1,0,0,1,0,0,1,0,39465.51828566583,0,0
OWRI - OR_20040958,2003,45.735173,-122.923356,WILLAMETTE,OWRI,67343,1,1,1,0,0,91645.73785902048,TRUE,0,0,1,0,0,1,1,0,91645.73785902048,0,0
OWRI - OR_20040959,2003,45.788588,-122.873255,WILLAMETTE,OWRI,48065,1,1,1,0,0,65410.694358638895,TRUE,0,0,1,0,0,1,1,0,65410.694358638895,0,0
OWRI - OR_20050031,2005,44.523388499999996,-123.6313085,NORTHERN OREGON COASTAL,OWRI,38241,2,2,1,0,0,49145.82975985174,TRUE,1,0,0,2,0,0,2,0,24572.91487992587,502.85367419871244,251.42683709935622
OWRI - OR_20050037,2005,45.093867,-122.511362,WILLAMETTE,OWRI,151311,1,1,1,0,0,194458.94842689592,TRUE,0,0,1,0,0,1,1,0,194458.94842689592,0,0
OWRI - OR_20050038,2005,45.335539,-122.445062,WILLAMETTE,OWRI,19547,1,1,1,0,0,25121.035912131534,TRUE,1,0,0,1,0,0,1,0,25121.035912131534,0,0
OWRI - OR_20050039,2005,46.130498,-123.152649,LOWER COLUMBIA,OWRI,30759,1,1,1,0,0,39530.25751374911,TRUE,1,0,0,1,0,0,1,0,39530.25751374911,0,0
OWRI - OR_20050040,2005,46.047315,-123.144967,LOWER COLUMBIA,OWRI,331260,1,1,1,0,0,425722.32855439157,TRUE,0,0,1,0,0,1,1,0,425722.32855439157,0,0
OWRI - OR_20050165,2005,43.5554,-122.85081,WILLAMETTE,OWRI,52304,1,1,1,0,0,67219.04447475969,TRUE,0,0,1,0,0,1,1,0,67219.04447475969,0,0
OWRI - OR_20050166,2005,43.573577,-122.861922,WILLAMETTE,OWRI,42826,1,1,1,0,0,55038.29150114826,TRUE,0,0,1,0,0,1,1,0,55038.29150114826,0,0
OWRI - OR_20050167,2005,44.303929,-122.703077,WILLAMETTE,OWRI,34864,1,1,1,0,0,44805.842126185795,TRUE,0,0,1,0,0,1,1,0,44805.842126185795,0,0
OWRI - OR_20050168,2005,43.627727,-122.895988,WILLAMETTE,OWRI,38869,1,1,1,0,0,49952.91067011002,TRUE,0,0,1,0,0,1,1,0,49952.91067011002,0,0
OWRI - OR_20050169,2005,43.580448,-122.867862,WILLAMETTE,OWRI,46694,1,1,1,0,0,60009.29303121041,TRUE,0,0,1,0,0,1,1,0,60009.29303121041,0,0
OWRI - OR_20050228,2005,44.266033,-122.579258,WILLAMETTE,OWRI,20000,1,1,1,0,0,25703.213702492998,TRUE,1,0,0,1,0,0,1,0,25703.213702492998,0,0
OWRI - OR_20050229,2005,44.295014,-122.708989,WILLAMETTE,OWRI,2000,1,1,1,0,0,2570.3213702493,TRUE,0,0,1,0,0,1,1,0,2570.3213702493,0,0
OWRI - OR_20050230,2005,44.209131,-122.775959,WILLAMETTE,OWRI,21000,1,1,1,0,0,26988.37438761765,TRUE,1,0,0,1,0,0,1,0,26988.37438761765,0,0
OWRI - OR_20050231,2005,44.26888,-122.8063,WILLAMETTE,OWRI,12000,1,1,1,0,0,15421.9282214958,TRUE,1,0,0,1,0,0,1,0,15421.9282214958,0,0
OWRI - OR_20050232,2005,44.075688,-122.621879,WILLAMETTE,OWRI,24000,1,1,1,0,0,30843.8564429916,TRUE,1,0,0,1,0,0,1,0,30843.8564429916,0,0
OWRI - OR_20050233,2005,44.681173,-123.974872,NORTHERN OREGON COASTAL,OWRI,7202,1,1,1,0,0,9255.72725426773,TRUE,1,0,0,1,0,0,1,0,9255.72725426773,0,0
OWRI - OR_20050237,2005,43.544534,-123.848322,SOUTHERN OREGON COASTAL,OWRI,24378,1,1,1,0,0,31329.647181968718,TRUE,1,0,0,1,0,0,1,0,31329.647181968718,0,0
OWRI - OR_20050238,2001,44.602996,-123.705101,NORTHERN OREGON COASTAL,OWRI,21626,1,1,1,0,0,30448.87459855433,TRUE,1,0,0,1,0,0,1,0,30448.87459855433,0,0
OWRI - OR_20050242,2005,44.745514,-123.779775,NORTHERN OREGON COASTAL,OWRI,8881,1,1,1,0,0,11413.512044592017,TRUE,1,0,0,1,0,0,1,0,11413.512044592017,0,0
OWRI - OR_20050243,2003,44.579644,-123.704336,NORTHERN OREGON COASTAL,OWRI,11929,1,1,1,0,0,16233.936814817505,TRUE,1,0,0,1,0,0,1,0,16233.936814817505,0,0
OWRI - OR_20050244,2004,44.583573,-123.698337,NORTHERN OREGON COASTAL,OWRI,10722,1,1,1,0,0,14208.898163330306,TRUE,1,0,0,1,0,0,1,0,14208.898163330306,0,0
OWRI - OR_20050245,2004,44.617906,-123.829451,NORTHERN OREGON COASTAL,OWRI,9343,1,1,1,0,0,12381.434017906646,TRUE,1,0,0,1,0,0,1,0,12381.434017906646,0,0
OWRI - OR_20050248,2002,44.698163,-123.610789,NORTHERN OREGON COASTAL,OWRI,43521,1,1,1,0,0,60323.3315278746,TRUE,1,0,0,1,0,0,1,0,60323.3315278746,0,0
OWRI - OR_20050250,2003,44.614531,-123.68204,NORTHERN OREGON COASTAL,OWRI,53344,1,1,1,0,0,72594.77956657096,TRUE,0,0,1,0,0,1,1,0,72594.77956657096,0,0
OWRI - OR_20050255,2005,45.899288,-123.453507,NORTHERN OREGON COASTAL,OWRI,66558,1,1,1,0,0,85537.72488052645,TRUE,0,0,1,0,0,1,1,0,85537.72488052645,0,0
OWRI - OR_20050258,2005,45.802952,-123.485007,NORTHERN OREGON COASTAL,OWRI,48964,1,1,1,0,0,62926.60778644336,TRUE,0,0,1,0,0,1,1,0,62926.60778644336,0,0
OWRI - OR_20050273,2005,44.7580175,-122.37929550000001,WILLAMETTE,OWRI,37892,2,2,1,0,0,48697.308680743234,TRUE,1,0,0,2,0,0,2,0,24348.654340371617,317.75434475531785,158.87717237765892
OWRI - OR_20050274,2005,44.821335,-122.564448,WILLAMETTE,OWRI,6094,1,1,1,0,0,7831.769215149617,TRUE,1,0,0,1,0,0,1,0,7831.769215149617,0,0
OWRI - OR_20050275,2005,44.815755,-122.60896249999999,WILLAMETTE,OWRI,40107,2,4,2,0,0,51543.93959829434,TRUE,1,0,1,2,0,2,4,0,12885.984899573585,98.34124354721376,49.17062177360688
OWRI - OR_20050276,2005,44.721222,-122.457141,WILLAMETTE,OWRI,51469,1,1,1,0,0,66145.9353026806,TRUE,0,0,1,0,0,1,1,0,66145.9353026806,0,0
OWRI - OR_20050305,2005,43.052425,-124.254387,SOUTHERN OREGON COASTAL,OWRI,6000,1,1,1,0,0,7710.9641107479,TRUE,1,0,0,1,0,0,1,0,7710.9641107479,0,0
OWRI - OR_20050350,2005,43.707454,-123.766805,SOUTHERN OREGON COASTAL,OWRI,74450,1,1,1,0,0,95680.2130075302,TRUE,1,0,0,1,0,0,1,0,95680.2130075302,0,0
OWRI - OR_20050353,2005,43.813209,-123.747181,SOUTHERN OREGON COASTAL,OWRI,85530,1,1,1,0,0,109919.7933987113,TRUE,1,0,0,1,0,0,1,0,109919.7933987113,0,0
OWRI - OR_20050370,2005,42.8489,-123.825465,SOUTHERN OREGON COASTAL,OWRI,32757,1,1,1,0,0,42098.00856262816,TRUE,0,0,1,0,0,1,1,0,42098.00856262816,0,0
OWRI - OR_20050429,2004,44.681097,-123.853353,NORTHERN OREGON COASTAL,OWRI,8534,1,1,1,0,0,11309.339388720466,TRUE,1,0,0,1,0,0,1,0,11309.339388720466,0,0
OWRI - OR_20050430,2005,44.70249,-123.927412,NORTHERN OREGON COASTAL,OWRI,10371,1,1,1,0,0,13328.401465427745,TRUE,1,0,0,1,0,0,1,0,13328.401465427745,0,0
OWRI - OR_20050431,2005,45.777334,-123.766539,NORTHERN OREGON COASTAL,OWRI,37705,1,1,1,0,0,48456.98363262493,TRUE,1,0,0,1,0,0,1,0,48456.98363262493,0,0
OWRI - OR_20050440,2005,45.803385,-122.848894,WILLAMETTE,OWRI,56600,1,1,1,0,0,72740.0947780552,TRUE,0,0,1,0,0,1,1,0,72740.0947780552,0,0
OWRI - OR_20050442,2005,45.825367,-123.019223,WILLAMETTE,OWRI,14340,1,1,1,0,0,18429.20422468748,TRUE,1,0,0,1,0,0,1,0,18429.20422468748,0,0
OWRI - OR_20050444,2005,45.989677,-123.477985,NORTHERN OREGON COASTAL,OWRI,32953,1,1,1,0,0,42349.90005691259,TRUE,0,0,1,0,0,1,1,0,42349.90005691259,0,0
OWRI - OR_20050446,2004,46.084738,-123.166256,LOWER COLUMBIA,OWRI,10170,1,1,1,0,0,13477.382421289798,TRUE,1,0,0,1,0,0,1,0,13477.382421289798,0,0
OWRI - OR_20050460,2005,45.514428,-123.854609,NORTHERN OREGON COASTAL,OWRI,16011,1,1,1,0,0,20576.70772953077,TRUE,0,0,1,0,0,1,1,0,20576.70772953077,0,0
OWRI - OR_20050468,2005,43.588734,-124.114595,SOUTHERN OREGON COASTAL,OWRI,20329,1,1,1,0,0,26126.03156789901,TRUE,0,0,1,0,0,1,1,0,26126.03156789901,0,0
OWRI - OR_20050469,2005,43.623385,-124.183238,SOUTHERN OREGON COASTAL,OWRI,17968,1,1,1,0,0,23091.76719031971,TRUE,1,0,0,1,0,0,1,0,23091.76719031971,0,0
OWRI - OR_20050470,2005,43.615211,-124.112197,SOUTHERN OREGON COASTAL,OWRI,22635,1,1,1,0,0,29089.612107796453,TRUE,0,0,1,0,0,1,1,0,29089.612107796453,0,0
OWRI - OR_20050474,2005,43.53023,-124.155579,SOUTHERN OREGON COASTAL,OWRI,29869,1,1,1,0,0,38386.46450398817,TRUE,0,0,1,0,0,1,1,0,38386.46450398817,0,0
OWRI - OR_20050475,2005,43.532133,-124.154729,SOUTHERN OREGON COASTAL,OWRI,24535,1,1,1,0,0,31531.417409533286,TRUE,0,0,1,0,0,1,1,0,31531.417409533286,0,0
